dialogue,글자수
"세계에서 제일 좋아하는 도시는?
음, 런던!
오, 왜?
응, 런던은 뭔가 고풍스럽고 멋있어.
나도 런던 가보고 싶다.
응, 우리 같이 가자.",78
"세계에서 제일 좋아하는 박물관은?
음, 대영박물관!
오, 왜?
응, 인류의 역사를 볼 수 있잖아.
나도 대영박물관 가보고 싶다.
응, 우리 같이 가자.",84
"세계에서 제일 좋아하는 영화는?
음, '인터스텔라'!
오, 왜?
응, 우주의 신비를 느낄 수 있어서.
나도 '인터스텔라' 좋아하는데.
우리 같이 '인터스텔라' 볼래?
좋아!",96
"나는 여행 가면 그 나라 문화를 배우는 게 좋아.
맞아, 문화는 그 나라의 정체성을 보여주잖아.
응, 문화를 배우면 그 나라를 더 잘 이해할 수 있어.
나도 문화 공부해야겠다.
응, 같이 공부하자.",110
"우리나라 문화 중에 제일 좋아하는 문화는?
음, 한글!
오, 왜?
응, 한글은 배우기 쉽고, 과학적이고.
맞아, 한글은 진짜 대단한 것 같아.
우리 모두 한글을 사랑하자.",95
"문화는 우리에게 어떤 의미일까?
음, 그냥 관습?
맞아, 그냥 관습일 수도 있지.
그래도 문화는 우리에게 정체성을 선물해주잖아.
응, 문화는 우리가 누구인지 알려줘.
나도 그렇게 생각해.",104
"문화는 어떻게 만들어질까?
음, 사람들이 함께 살면서?
맞아, 문화는 사람들이 함께 만들고, 공유하는 거지.
응, 문화는 살아있는 것 같아.
나도 문화 만들고 싶다.
응, 우리 같이 새로운 문화 만들자.",113
"나는 세계 문화를 배우는 게 너무 좋아.
맞아, 세계 문화는 진짜 다양하고 신기하지.
응, 세계 문화를 배우면 세상이 더 넓어진 것 같아.
나도 세계 문화 배우고 싶다.
응, 우리 같이 공부하자.",109
"나는 세계에서 제일 좋아하는 도시는?
음, 도쿄!
오, 왜?
응, 도쿄는 뭔가 트렌디하고 활기차.
나도 도쿄 가보고 싶다.
응, 우리 같이 가자.",81
"세계에서 제일 좋아하는 영화는?
음, '센과 치히로의 행방불명'!
오, 왜?
응, 뭔가 몽환적이고 신비로워.
나도 '센과 치히로의 행방불명' 좋아하는데.
우리 같이 '센과 치히로의 행방불명' 볼래?
좋아!",114
"세계에서 제일 좋아하는 박물관은?
음, 오르세 미술관!
오, 왜?
응, 인상주의 화가들의 그림을 볼 수 있어서.
나도 오르세 미술관 가보고 싶다.
응, 우리 같이 가자.",94
"우리나라 문화 중에 제일 좋아하는 문화는?
음, K-POP!
오, 왜?
응, K-POP은 진짜 중독성 있어서 좋아.
맞아, K-POP은 세계적인 문화가 됐지.
우리 모두 K-POP을 사랑하자.",107
"문화는 어떻게 전달될까?
음, 책, 영화, 음악?
맞아, 문화는 다양한 매체를 통해 전달되지.
응, 문화는 우리가 서로를 이해하게 해줘.
우리 모두 문화를 통해 서로를 이해하자.",99
"나는 세계에서 제일 좋아하는 도시는?
음, 파리!
오, 왜?
응, 파리는 뭔가 낭만적이고 아름다워.
나도 파리 가보고 싶다.
응, 우리 같이 가자.",82
"세계에서 제일 좋아하는 음식은?
음, 피자!
오, 왜?
응, 치즈가 쭉 늘어나서.
나도 피자 좋아하는데.
우리 같이 피자 먹으러 갈래?
좋아!",79
"세계에서 제일 좋아하는 영화는?
음, '라라랜드'!
오, 왜?
응, 노래도 좋고, 영상미도 좋아서.
나도 '라라랜드' 좋아하는데.
우리 같이 '라라랜드' 볼래?
좋아!",93
"세계에서 제일 좋아하는 박물관은?
음, 루브르 박물관!
오, 왜?
응, 모나리자를 볼 수 있어서.
나도 루브르 박물관 가보고 싶다.
응, 우리 같이 가자.",86
"이번에 새로 생긴 맛집 가봤어?
응, 가봤는데 진짜 맛있더라.
오, 진짜? 나도 가보고 싶다.
응, 특히 파스타가 진짜 맛있어.
좋다! 우리 같이 갈래?
좋아! 완전 재밌겠다.",98
"나는 요리하는 거 좋아해.
맞아! 요리하면 뭔가 뿌듯하지.
응, 내가 만든 음식을 다른 사람이 맛있게 먹으면 기분 좋아.
나도 요리 잘하고 싶다.
응, 우리 같이 요리하자.",96
"나는 배달 음식 시켜 먹는 거 좋아해.
맞아! 배달 음식은 진짜 편하지.
응, 특히 비 오는 날에는 배달 음식이 최고야.
나도 배달 음식 시켜 먹어야겠다.
응, 같이 시켜 먹자.",99
"나는 냉동식품 먹는 거 좋아해.
맞아! 냉동식품은 진짜 간편하지.
응, 냉동식품으로도 맛있는 요리 만들 수 있어.
나도 냉동식품 먹어야겠다.
응, 같이 먹자.",88
"이번에 새로 이사했는데, 집 꾸미는 거 너무 재밌다.
맞아! 집 꾸미는 거 진짜 재밌지.
응, 내 스타일대로 꾸밀 수 있어서 좋아.
나도 집 꾸미고 싶다.
응, 우리 같이 꾸밀래?
좋아!",104
"나는 인테리어 소품 모으는 거 좋아해.
맞아! 인테리어 소품 너무 예쁜 거 많지.
응, 예쁜 소품 하나만 있어도 분위기가 달라져.
나도 인테리어 소품 사야겠다.
응, 같이 사러 갈래?
좋아!",106
"나는 가구 배치 바꾸는 거 좋아해.
맞아! 가구 배치 바꾸면 뭔가 기분 전환돼.
응, 같은 집인데도 새로운 느낌이야.
나도 가구 배치 바꿔야겠다.
응, 같이 바꾸자.",92
"나는 집 청소하는 거 좋아해.
맞아! 청소하면 뭔가 뿌듯하지.
응, 깨끗한 집 보면 뭔가 마음이 편안해져.
나도 청소해야겠다.
응, 같이 청소하자.",82
"요즘 어떤 웹툰 봐?
음, '신의 탑'!
오, 나도 '신의 탑' 좋아하는데!
맞아! 스토리 진짜 탄탄하고, 그림체도 좋고.
우리 같이 '신의 탑' 이야기할래?
좋아!",92
"나는 웹툰 보면서 제일 좋아하는 건 뭐야?
음, 댓글 보는 거!
맞아! 댓글 보면 뭔가 공감되고, 재밌지.
응, 댓글 보면서 혼자 웃는 거 좋아해.
나도 웹툰 볼 때 댓글 봐야겠다.
응, 같이 보자.",111
"웹툰 보면서 제일 슬펐던 웹툰은?
음, '나 혼자만 레벨업'!
오, 왜?
응, 주인공이 너무 불쌍해서.
맞아! 나도 '나 혼자만 레벨업' 보면서 울었어.
우리 같이 '나 혼자만 레벨업' 이야기할래?
좋아!",114
"웹툰 보면서 제일 웃겼던 웹툰은?
음, '마음의 소리'!
맞아! 마음의 소리 진짜 레전드지.
응, 조석 작가님 천재인 것 같아.
나도 '마음의 소리' 다시 봐야겠다.
응, 같이 보자.",102
"나는 푸드 트럭 음식 먹는 거 좋아해.
맞아! 푸드 트럭 음식은 뭔가 특별하지.
응, 특히 밤도깨비 야시장에서 먹는 푸드 트럭 음식!
나도 밤도깨비 야시장 가고 싶다.
응, 같이 가자.",103
"나는 리빙 잡지 보는 거 좋아해.
맞아! 리빙 잡지 보면 뭔가 새로운 아이디어가 떠오르지.
응, 리빙 잡지 보면 집 꾸미고 싶어져.
나도 리빙 잡지 봐야겠다.
응, 같이 보자.",98
"나는 웹툰 드라마 보는 거 좋아해.
맞아! 웹툰 드라마는 뭔가 원작이랑 비교하는 재미가 있지.
응, 내가 좋아했던 웹툰이 드라마로 나오면 너무 설레.
나도 웹툰 드라마 봐야겠다.
응, 같이 보자.",109
"나는 푸드 블로그 보는 거 좋아해.
맞아! 푸드 블로그 보면 맛집 정보 많이 얻을 수 있지.
응, 푸드 블로그 보면 배고파져.
나도 푸드 블로그 봐야겠다.
응, 같이 보자.",96
"나는 리빙 유튜브 보는 거 좋아해.
맞아! 리빙 유튜브 보면 집 꾸미는 팁 많이 얻을 수 있지.
응, 리빙 유튜브 보면 뭔가 힐링 되는 기분이야.
나도 리빙 유튜브 봐야겠다.
응, 같이 보자.",107
"나는 웹툰 추천받는 거 좋아해.
맞아! 웹툰 추천받으면 새로운 웹툰 발견할 수 있지.
응, 내가 좋아하는 장르의 웹툰 추천받는 거 좋아해.
나도 웹툰 추천받아야겠다.
응, 우리 같이 추천해주자.",108
"나는 푸드 에세이 읽는 거 좋아해.
맞아! 푸드 에세이 읽으면 뭔가 마음이 따뜻해져.
응, 음식에 대한 따뜻한 이야기가 좋아서.
나도 푸드 에세이 읽어야겠다.
응, 같이 읽자.",98
"나는 리빙 쇼핑몰 구경하는 거 좋아해.
맞아! 리빙 쇼핑몰 구경하면 뭔가 행복해.
응, 예쁜 소품들 보면 다 사고 싶어.
나도 리빙 쇼핑몰 구경해야겠다.
응, 같이 구경하자.",97
"나는 웹툰 작가 꿈꾸고 있어.
맞아! 웹툰 작가되면 내가 만든 웹툰을 다른 사람들이 볼 수 있잖아.
응, 내가 만든 웹툰으로 사람들에게 행복을 주고 싶어.
나도 웹툰 작가 되고 싶다.
응, 우리 같이 웹툰 작가 되자.",121
"나는 어릴 때 기억이 잘 안 나.
맞아, 어릴 때는 기억이 흐릿하더라.
응, 그래도 사진 보면 기억이 되살아나.
나도 어릴 때 사진 봐야겠다.
응, 사진 보면 뭔가 뭉클해.",96
"나는 기억력이 진짜 안 좋아.
맞아, 나도 자꾸 깜빡해.
응, 그래서 메모하는 습관을 들였어.
나도 메모해야겠다.
응, 메모하면 잊어버리지 않아.",81
"기억은 우리에게 어떤 의미일까?
음, 그냥 추억?
맞아, 그냥 추억일 수도 있지.
그래도 기억은 우리에게 교훈을 주잖아.
응, 기억은 우리가 성장하게 해줘.
나도 그렇게 생각해.",99
"나는 좋은 기억만 하고 싶어.
맞아, 나쁜 기억은 잊어버리고 싶지.
응, 그래도 나쁜 기억도 우리 삶의 일부니까.
맞아, 나쁜 기억을 통해 더 강해질 수 있잖아.
우리 모두 좋은 기억, 나쁜 기억 모두 소중히 하자.",120
"나는 기억을 되살리는 거 좋아해.
맞아! 기억을 되살리면 뭔가 행복해지지.
응, 옛날 추억 떠올리는 거 좋아해.
나도 기억을 되살려야겠다.
응, 같이 기억을 되살리자.",93
"요즘 AI가 진짜 대세인 것 같아.
맞아, AI 덕분에 세상이 진짜 많이 달라졌지.
응, AI는 우리 삶을 더 편리하게 해줘.
나도 AI 공부해야겠다.
응, 같이 공부하자.",96
"AI는 우리에게 어떤 의미일까?
음, 그냥 로봇?
맞아, 그냥 로봇일 수도 있지.
그래도 AI는 우리에게 새로운 기회를 주잖아.
응, AI는 우리에게 더 나은 미래를 선물해줄 거야.
나도 그렇게 생각해.",113
"AI가 사람을 대체할 수 있을까?
음, 대체할 수도 있고, 못할 수도 있고.
맞아, AI는 사람의 감정을 이해할 수 없으니까.
응, AI는 도구일 뿐이야.
우리 모두 AI를 현명하게 사용하자.
응, 좋아.",114
"나는 AI가 무서워.
왜? AI는 우리에게 도움이 되잖아.
응, 그런데 AI가 너무 똑똑해져서 인간을 지배할까 봐.
맞아, AI가 발전하면 위험할 수도 있지.
응, 우리는 AI를 잘 통제해야 해.
나도 그렇게 생각해.",121
"나는 AI가 좋아.
왜? AI는 우리를 도와주잖아.
응, AI는 우리 삶을 더 풍요롭게 해줘.
나도 AI가 좋아.
우리 모두 AI를 사랑하자.",79
"나는 설득하는 게 너무 힘들어.
맞아, 설득하는 거 진짜 어렵지.
응, 내가 아무리 말해도 상대방이 안 믿어주면 속상해.
괜찮아! 설득은 시간이 필요한 거야.
나도 설득 잘하고 싶다.
응, 우리 같이 설득하는 법 배우자.",123
"설득할 때 제일 중요한 건 뭘까?
음, 상대방의 마음을 이해하는 거!
맞아! 상대방의 마음을 이해해야 설득할 수 있지.
응, 공감하는 게 제일 중요해.
나도 공감하는 법 배워야겠다.
응, 같이 배우자.",112
"설득에 성공하면 뭐가 제일 좋아?
음, 내가 원하는 것을 얻을 수 있는 거!
맞아! 설득에 성공하면 뭔가 뿌듯하지.
응, 내가 설득력이 있다는 걸 인정받는 기분이야.
나도 설득에 성공하고 싶다.
응, 우리 같이 노력해서 성공하자.",128
"나는 설득당하는 게 싫어.
맞아, 설득당하면 뭔가 진 것 같은 기분이야.
응, 내 의지대로 하고 싶어.
나도 설득당하는 거 싫은데.
우리 모두 설득당하지 말자.",89
"나는 설득은 우리에게 어떤 의미일까?
음, 그냥 기술?
맞아, 그냥 기술일 수도 있지.
그래도 설득은 우리가 더 나은 방향으로 나아가게 해줘.
응, 설득은 우리에게 새로운 기회를 선물해줘.
나도 그렇게 생각해.",117
"나는 과거의 기억을 자주 떠올려.
맞아, 과거의 기억을 떠올리면 뭔가 행복해지지.
응, 좋은 추억이 많아서 좋아.
나도 과거의 기억을 자주 떠올려야겠다.
응, 우리 같이 과거의 기억을 떠올리자.",108
"나는 AI가 우리에게 어떤 영향을 줄까?
음, 긍정적인 영향?
맞아, AI는 우리에게 많은 도움을 주지.
응, AI 덕분에 우리 삶이 더 편리해질 거야.
나도 AI의 긍정적인 영향을 기대한다.
응, 우리 모두 AI를 응원하자.",126
"나는 설득은 우리에게 어떤 교훈을 줄까?
음, 경청!
맞아, 설득하려면 상대방의 이야기를 잘 들어야 하잖아.
응, 경청하는 태도가 중요해.
나도 경청하는 태도를 배워야겠다.
응, 우리 같이 배우자.",110
"나는 기억은 우리에게 어떤 감정을 줄까?
음, 행복!
맞아! 좋은 기억은 우리를 행복하게 하잖아.
응, 기억은 우리에게 기쁨을 줘.
나도 행복한 기억을 많이 만들어야겠다.
응, 우리 같이 행복한 기억을 만들자.",117
"나는 AI가 우리에게 어떤 감정을 줄까?
음, 호기심!
맞아! AI는 우리에게 새로운 지식을 선물해주잖아.
응, AI는 우리에게 새로운 질문을 던져줘.
나도 AI를 통해 새로운 질문을 찾고 싶다.
응, 우리 같이 AI를 탐구하자.",128
"나는 설득은 우리에게 어떤 감정을 줄까?
음, 성취감!
맞아! 설득에 성공하면 뭔가 뿌듯하지.
응, 내가 해냈다는 성취감을 느껴.
나도 설득을 통해 성취감을 느끼고 싶다.
응, 우리 모두 성취감을 느끼자.",114
"나는 기억은 우리에게 어떤 역할을 할까?
음, 과거와 현재를 연결해주는 역할!
맞아, 기억은 우리가 과거를 잊지 않게 해줘.
응, 기억은 우리의 정체성을 만들어줘.
나도 그렇게 생각해.
우리 모두 기억을 소중히 하자.",121
"나는 AI가 우리에게 어떤 역할을 할까?
음, 우리의 파트너!
맞아, AI는 우리를 도와주는 역할을 하지.
응, AI는 우리의 삶을 더 풍요롭게 해줄 거야.
나도 그렇게 생각해.
우리 모두 AI와 함께 살자.",116
"나는 설득은 우리에게 어떤 역할을 할까?
음, 갈등을 해결해주는 역할!
맞아, 설득은 우리가 서로의 의견을 조율하게 해줘.
응, 설득은 우리를 더 좋은 방향으로 이끌어.
나도 그렇게 생각해.
우리 모두 설득을 통해 갈등을 해결하자.",129
"야, 어제 유튜브에서 개웃긴 영상 봤어!뭐야, 뭐야? 말해줘!고양이가 주인 몰래 피자 먹는 거!하하, 진짜? 어떻게 먹어?몰래 한 조각 물고 도망가는데, 치즈 늘어나는 거 봐!푸하, 상상만 해도 웃겨! 링크 보내줘!오케이, 바로 보낼게. 너도 고양이 영상 좋아하지?당연하지! 우리 집 고양이도 그런 짓 할까?테스트해봐, 피자 놓고 지켜봐!하하, 그러다 진짜 먹으면 어쩌려고!그럼 같이 나눠 먹어!",221
"오늘 회사에서 웃긴 일 있었어.오, 뭔데? 말해줘!팀장님이 화상 회의 중에 필터 켜놓고 강아지로 나왔어!푸하하, 진짜? 그걸 어떻게 안 끄지?몰랐나 봐, 계속 진지하게 말하는데 귀가 쫑긋!하하, 상상돼! 팀원들 반응은?다들 웃음 참느라 고생했지. 나도 배 아파.녹화했어? 그거 공유 좀!아쉽게도 못했어. 다음엔 꼭 찍어야지!팀장님한테 필터 사용법 알려줘야겠네!하하, 그럼 재미없잖아!",214
"어제 드라마 보다가 웃겨 죽는 줄 알았어.뭐야, 무슨 장면?주인공이 실수로 케이크에 얼굴 박는 거!하하, 진짜? 그게 왜 웃겨?갑자기 넘어져서 크림 범벅 됐는데, 표정이 너무 진지해!푸하, 그거 상상만 해도 웃기네!그 장면 계속 리플레이했지. 너무 귀여워.그 드라마 뭐야? 나도 봐야겠네.‘웃음 터진 사랑’ 이거야. 강추!오, 저녁에 바로 볼게!좋아, 재밌으면 나한테 감사해!",210
"야, 우리 동생 어제 개웃긴 짓 했어.뭔데? 얘기해 봐!아빠 신발에 장난감 뱀 넣어놨거든.하하, 진짜? 아빠 반응은?깜짝 놀라서 소리 지르더니, 바로 웃더라.너 동생 진짜 장난꾸러기네!그러게, 매일 뭐 하나 터뜨려.다음엔 뭐 넣을 거래?이번엔 거미라고 장난감 샀대!하하, 아빠 심장 챙겨드려!그러게, 우리 집이 코미디야.",179
"어제 친구가 웃긴 문자 보냈어.뭔데? 보여줘!자기가 커피 마시다 코로 마셨대.푸하, 그게 뭐야! 왜 그렇게 마셔?카페에서 멋지게 폰 보다가 웃었나 봐.하하, 진짜 부끄러웠겠다!옷에 다 튀어서 난리 났대.그거 사진 찍었어?아니, 아쉽게도 못 찍었대.다음엔 꼭 찍으라고 해!응, 나도 그랬다니까!",163
"야, 오늘 길에서 웃긴 광고 봤어.뭔데? 말해줘!치킨집 광고인데, 닭이 춤추는 그림이야.하하, 진짜? 어떤 춤?그 뭐야, 치킨 먹으면서 브레이크 댄스!푸하, 상상만 해도 웃겨!나도 사진 찍었는데, 보내줄까?당연히 보내줘! 나도 봐야지.오케이, 잠깐만 기다려.그거 보고 치킨 시킬까?좋지, 같이 먹자!",167
"어제 TV에서 개그맨들 나온 거 봤어?응, 그거 너무 웃겼지!특히 그 마술사 패러디한 거!하하, 맞아! 진짜 터졌어.카드 꺼내다가 다 떨어뜨리더라.그 표정이 너무 웃겨서 눈물 났어!나도! 같이 또 보자.언제 재방송하지?오늘 저녁 8시쯤이래.오, 그럼 저녁에 같이 보자!콜! 팝콘 준비할게.",161
"야, 우리 강아지 웃긴 행동 했어.뭔데? 얘기해!공기놀이 하다가 공을 자기 입에 물었어.하하, 진짜? 그럼 어떻게 했어?계속 끙끙대면서 혼자 놀더라.푸하, 그거 영상 찍었어?응, 찍었지! 보내줄까?당연히! 나도 보고 싶어.잠깐만, 메모리 용량 큰데.괜찮아, 바로 보내!알았어, 받아봐!",159
"오늘 학원에서 웃긴 일 있었어.뭔데? 말해!선생님이 칠판에 실수로 이상한 그림 그렸어.하하, 뭘 그렸는데?꽃 그리려다가 토끼 귀 같아졌대.푸하, 그거 학생들 반응은?다들 웃으면서 사진 찍었지.그림 보여줘, 궁금해!사진 보내줄게, 잠깐만.하하, 이거 진짜 웃기네!그러게, 선생님도 웃으셨어.",161
"야, 어제 동생이 웃긴 말 했어.뭔데? 얘기해!자기가 슈퍼맨 될 거라나, 담요 두르고.하하, 진짜 귀엽네! 뭐했어?거실에서 폴짝폴짝 뛰다가 소파에 쾅!푸하, 다치진 않았어?아니, 웃으면서 또 하더라.그거 영상 찍었어?응, 짧게 찍었지. 볼래?당연히! 보내줘!오케이, 바로 보낸다!",156
"오늘 버스에서 웃긴 사람 봤어.뭐야, 뭔데?아저씨가 이어폰 끼고 노래 부르는데, 완전 음치!하하, 진짜? 무슨 노래?그 최신 팝송, 근데 박자 다 틀렸어.푸하, 주변 반응은 어땠어?다들 웃음 참느라 고생했지.너도 웃었겠다!당연하지, 배꼽 빠지는 줄!그거 녹음했어?아니, 아쉽게도 못했어.",160
"어제 친구가 웃긴 사진 보냈어.뭔데? 보여줘!자기 강아지가 모자 쓴 사진이야.하하, 어떤 모자?그 빨간 산타 모자, 완전 귀여워!푸하, 그거 겨울 아니야?그러게, 갑자기 왜 씌웠대?강아지가 좋아한다나 뭐라나.나도 우리 강아지한테 해봐야지.사진 찍어서 나도 보여줘!좋아, 약속!",154
"야, 오늘 점심 먹다가 웃겼어.왜, 무슨 일?친구가 샌드위치 먹다가 마요네즈 묻혔어.하하, 어디?코끝에! 완전 코미디야.푸하, 그거 사진 찍었어?당연히 찍었지! 보여줄까?응, 빨리 보여줘!잠깐만, 문자로 보낸다.하하, 이거 진짜 웃기네!그러게, 친구도 웃더라.",145
"어제 게임하다가 웃긴 버그 만났어.뭐야, 뭔데?캐릭터가 갑자기 하늘로 날아갔어!하하, 진짜? 왜 그렇게 됐어?모르지, 그냥 벽 뚫고 슝!푸하, 그거 녹화했어?응, 짧게 찍었지. 볼래?당연히! 보내줘!오케이, 바로 보낸다.이거 너무 웃겨, 공유해야겠어!그러게, 나도 올렸지!",152
"오늘 길에서 웃긴 간판 봤어.뭐야, 뭐라고 썼는데?‘밥 먹고 힘내세요!’인데, 밥 그림이 이상해.하하, 어떻게 이상해?밥알이 하트 모양이야!푸하, 그거 귀엽네!나도 사진 찍었는데, 볼래?응, 빨리 보여줘!잠깐만, 문자로 보낸다.하하, 이거 진짜 웃기다!그러게, 매일 보고 싶네.",155
"야, 어제 아빠가 웃긴 말 했어.뭔데? 말해줘!내가 폰 보니까 ‘그거 TV 아니야?’ 그러시네.하하, 진짜? 아빠 유머 감각 굿!그러게, 갑자기 왜 그러셨대.나이 들면 폰이 커 보인다나?푸하, 그거 귀엽네!나도 아빠한테 물어봐야지.뭐라고 할지 궁금하다!응, 나도 궁금해!알았어, 나중에 말해줄게.",165
"오늘 카페에서 웃긴 일 있었어.뭔데? 얘기해!바리스타가 내 이름 잘못 썼어.하하, 뭐라고 썼는데?‘지훈’인데 ‘지후니’라고!푸하, 그거 귀엽잖아!나도 웃었지, 사진 찍었어.보여줘, 궁금해!잠깐만, 문자로 보낸다.하하, 이거 진짜 웃기네!그러게, 다음에도 이렇게 써달라고 할까?",154
"어제 동생이 웃긴 춤 췄어.뭐야, 무슨 춤?그 최신 틱톡 춤, 근데 완전 엉터리!하하, 진짜? 영상 찍었어?응, 찍었지! 완전 코미디야.푸하, 보내줘! 나도 보고 싶어.오케이, 바로 보낸다.이거 너무 웃겨, 동생 춤꾼이네!그러게, 매일 저러고 있어.다음엔 같이 춰봐!하하, 생각해볼게!",159
"오늘 지하철에서 웃긴 사람 봤어.뭐야, 뭔데?아저씨가 만화책 읽으면서 킥킥대!하하, 진짜? 무슨 만화?그 유명한 코미디 만화, 완전 푹 빠졌어.푸하, 그거 귀엽네!나도 옆에서 웃음 참았지.사진 찍었어?아니, 찍으면 실례라서 참았어.다음엔 살짝 찍어!하하, 조심스럽게 해볼게!",153
"야, 어제 친구가 웃긴 실수 했어.뭔데? 얘기해!문자 보내려다 아빠한테 보냈대.하하, 뭐라고 보냈는데?‘오늘 술 한잔?’ 이거 보냈나 봐!푸하, 아빠 반응은?아빠가 ‘나도 껴!’라고 답했대.하하, 진짜 웃겨! 공유해줘.응, 스크린샷 보내줄게.이거 너무 웃기다!그러게, 가족 톡방 난리 났지.",162
"오늘 길에서 웃긴 강아지 봤어.뭐야, 뭔데?강아지가 주인 따라 걷다가 갑자기 뒹굴더라.하하, 진짜? 왜 그랬어?모르지, 그냥 신났나 봐!푸하, 그거 귀엽겠다!영상 찍었으면 좋았을 텐데.그러게, 다음엔 꼭 찍어야지.그 강아지 또 보면 인사해!하하, 알았어!사진 있으면 보내줘!",153
"어제 유튜브에서 웃긴 챌린지 봤어.뭔데? 말해줘!사람들이 물 풍선 던지는 거야.하하, 그거 터지면 웃기겠다!맞아, 다들 물에 젖어서 난리 났지.푸하, 나도 해보고 싶네!우리도 다음에 해볼까?좋지, 어디서 할까?공원에서 하면 딱이야.오케이, 준비하자!콜! 날짜 잡자!",148
"오늘 친구가 웃긴 이모티콘 보냈어.뭐야, 어떤 거?팬더가 춤추는 거, 완전 귀여워!하하, 그거 어디서 났대?모르지, 그냥 톡으로 보냈더라.푸하, 나도 받아야겠네!내가 공유해줄게, 잠깐만.오, 고마워! 바로 저장할게.이거 쓰면 대화 재밌겠다.맞아, 나도 매일 쓰고 있어!하하, 팬더 짱!",159
"야, 어제 아빠가 웃긴 농담 했어.뭔데? 말해줘!‘왜 물고기가 헤엄쳐?’ 그러시더라.하하, 뭐야 그게?‘물 속에서 숨 쉬려고!’래.푸하, 아재 개그네!근데 웃기잖아, 인정?하하, 인정! 또 뭐했어?그냥 TV 보면서 계속 웃으셨어.아빠 유머 감각 굿이네!그러게, 매일 저러셔.",153
"오늘 카페에서 웃긴 이름 들었어.뭐야, 어떤 이름?커피 주문했는데 ‘왕자님’이라고 불렀어!하하, 진짜? 누가 그랬어?모르지, 누가 장난친 거 같아.푸하, 그거 부끄럽겠다!근데 나름 재밌었지.사진 찍었어?아니, 정신없어서 못 찍었어.다음엔 꼭 찍어!하하, 알았어!",146
"야, 요즘 새로 시작한 취미 있어?응, 나 최근에 그림 그리기 시작했어!오, 진짜? 어떤 그림?수채화로 풍경 그리는 거야.멋지네! 보여줄 수 있어?아직 좀 부끄럽지만, 나중에 보여줄게.기대돼! 얼마나 자주 그려?일주일에 두세 번, 시간 날 때.좋네, 나도 뭔가 배워볼까?같이 클래스 들어볼래?오, 그거 좋다! 정보 줘!",178
"너 요즘 뭐해? 취미 뭐야?나 요즘 등산에 빠졌어.오, 등산? 어느 산 다녀왔어?지난주에 북한산 갔었지.멋지다! 힘들진 않았어?좀 힘들었는데, 정상 뷰가 최고야.사진 찍었어? 보여줘!응, 폰에 있어. 잠깐만.와, 이거 진짜 멋지네!너도 같이 갈래? 재밌어.고민해볼게, 운동화부터 사야지!",160
"야, 요즘 나 사진 찍는 거 재밌어.오, 사진? 어떤 카메라 써?그냥 폰으로, 근데 앱으로 편집해.멋지네! 뭘 주로 찍어?꽃이랑 카페 풍경 많이 찍지.인스타 올렸어? 보여줘!응, 올렸지. 계정 알려줄게.와, 이거 감성 장난 아니네!고마워! 너도 찍어볼래?좋아, 앱 추천해줘!알았어, 바로 보내줄게.",166
"너 취미로 뭐해? 요즘 바빠?나 요즘 뜨개질 시작했어.뜨개질? 진짜? 뭐 만드는 중이야?목도리, 겨울에 쓰려고.멋지다! 얼마나 걸려?한 달쯤? 천천히 하고 있어.완성되면 보여줘, 궁금해!응, 사진 찍어서 보낼게.너도 배워볼래? 쉬워.오, 재밌겠다! 알려줘!좋아, 다음에 같이 해보자.",158
"야, 나 요즘 요리 취미로 시작했어.오, 요리? 뭘 만들었어?파스타랑 김치볶음밥 해봤지.맛있었어? 사진 있어?응, 꽤 괜찮았어! 보여줄게.와, 이거 진짜 맛있어 보인다!너도 먹어볼래? 만들어줄게.진짜? 언제 초대할 건데?이번 주말 어때?콜! 기대할게!좋아, 메뉴 정해놓는다!",153
"요즘 취미 뭐해?나 보드게임에 빠졌어.오, 어떤 게임? 추천해줘!‘카탄’ 해봤어? 진짜 재밌어.그거 뭐하는 게임이야?자원 모아서 마을 짓는 거야.멋지네! 같이 할래?응, 이번 주말 어때?좋아, 시간 맞춰볼게.보드 준비할게!오케이, 기대된다!",134
"너 요즘 취미로 뭐해?나 책 읽는 거에 푹 빠졌어.오, 어떤 책? 추천해줘!추리소설, 특히 히가시노 게이고.아, 그 작가 유명하지! 재밌어?진짜 몰입감 장난 아니야.어떤 책부터 읽어볼까?‘용의자 X의 헌신’ 강추!오, 바로 찾아볼게.읽고 나서 얘기하자!좋아, 약속!",148
"야, 요즘 나 캘리그라피 배워.오, 멋지다! 보여줄 거 있어?응, 간단한 문구 써봤지.사진 보내줘, 궁금해!잠깐만, 폰에 있어.와, 이거 진짜 예쁘네!고마워! 너도 배워볼래?어렵지 않아? 좀 알려줘.쉬워, 기본부터 가르쳐줄게.좋아, 언제 시작해?이번 주말 어때?",146
"너 취미 뭐야? 요즘 뭐해?나 요즘 자전거 타는 거 좋아해.오, 어디서 타? 멋지다!한강 따라 쭉 타고 다녀.시원하겠다! 자전거 어떤 거야?그냥 기본 모델, 근데 충분해.사진 보여줘, 궁금해!응, 찍은 거 있어. 보낸다.멋지네! 나도 타볼까?같이 탈래? 재밌어!오케이, 다음에 같이 가자!",161
