"dialogue","글자수"
"요즘 뉴스를 보면 참 황당해요.
무슨 뉴스 말씀이세요?
AI가 사람의 직업을 모두 대체할 거라는데, 저는 영 딴 세상 이야기 같아요.
그렇게 생각할 수도 있죠.
아니, 만화는 창의력의 영역인데, 어떻게 AI가 이걸 다 한다고.
물론 창의성이라는 건 인간 고유의 영역일 수 있어요.
그런데 뉴스에서는 마치 제 직업이 곧 사라질 것처럼 말해요.
그게 과장된 부분이 있을 수 있죠.
그럼 AI는 제 만화 캐릭터한테 영혼을 불어넣을 수 있나요?
아직은 힘들지 않을까요.
거 봐요. 그게 핵심이라니까요.
네, 동의해요.
제발 좀 상식적으로 생각했으면 좋겠어요.","308"
"뉴스에서 인공위성 발사 실패했다고 봤어요?
네, 봤어요. 뭐가 그렇게 황당해요?
아니, 수조 원을 썼는데 실패라니.
기술적인 문제가 있었나 봐요.
그걸 그냥 그렇게 넘어가요?
그럼 어떻게 하라고요.
아니, 적어도 실패 원인이라도 정확히 말해줘야 하는 거 아닌가.
이미 조사하고 있겠죠.
그렇게 혁신적으로 돈만 낭비하는 건지.
이런 실패도 혁신의 과정일 수 있죠.
저는 좀 다르게 봐요.
그렇군요.
투명성이 부족하다고 생각해요.
그럴 수도 있겠네요.
국민 혈세를 그렇게 쓰다니.","266"
"오늘 아침 뉴스를 보는데 정말 황당한 기사를 봤어요.
어떤 기사인데요?
어떤 회사가 직원들에게 명상을 강요한대요.
명상이요?
네, 업무 효율을 높이겠다고요.
그게 왜 황당해요?
개인의 마음을 회사 마음대로 하겠다는 거잖아요.
그런 식으로 생각할 수도 있겠네요.
아니, 명상은 자발적이어야지, 강제로 시키면 그게 무슨 의미가 있어요?
진정하세요.
제 말이 맞잖아요.
네, 그런 관점도 존중해요.
혁신이 아니라 개인의 자유를 침해하는 거죠.
음... 글쎄요.
회사는 직원들에게 좀 더 자율성을 줘야 해요.
맞는 말씀이에요.","290"
"뉴스에서 항공기 결함으로 비상 착륙했다고 들었어요.
네, 저도 들었어요.
아니, 요즘 세상에 어떻게 그런 일이 있을 수 있죠?
기계는 완벽할 수 없죠.
아무리 그래도 그렇지, 안전 문제가 제일 중요하잖아요.
물론이죠.
근데 그렇게 쉽게 비행기를 띄우는 게 말이 돼요?
점검을 철저히 했을 텐데요.
그럼에도 불구하고 사고가 났다는 건 문제가 있는 거죠.
그럴 수 있어요.
사람의 목숨이 달려 있는데 너무 안일하게 대처하는 것 같아요.
그렇게 생각할 수도 있겠네요.
이런 건 혁신이 아니라 퇴보예요.","277"
"최근 항공 뉴스 보셨어요?
네, 뭐요?
무인 항공기 택시가 상용화된대요.
네, 저도 봤어요.
저는 너무 무서워요.
왜요?
아니, 운전자가 없는데 어떻게 그걸 믿고 타요?
안전 기술이 발전했겠죠.
혁신도 좋지만, 안전은 사람의 손에 맡겨야죠.
글쎄요, 저는 무인 택시가 더 안전할 수도 있다고 생각해요.
아니, 운전 경험이 아예 없잖아요.
오히려 그래서 더 객관적으로 판단할 수도 있죠.
황당하네요.
왜요?
사람이 어떻게 기계를 이겨요?
무슨 말인지 알 것 같네요.","259"
"뉴스에서 보니까 요즘 직장에서는 소통이 중요하다면서 워크숍을 많이 한대요.
네, 그렇죠.
아니, 소통은 억지로 시킨다고 되나요?
그래도 노력하는 거잖아요.
그게 너무 황당해요.
뭐가 그렇게 황당해요?
각자 일만 잘하면 되지, 왜 자꾸 엮으려고 해요?
팀워크를 위해서죠.
그렇게 혁신적으로 소통하다가 싸우는 사람만 늘어날 거예요.
하하, 그럴 수도 있겠네요.
저는 그냥 조용히 일하는 게 좋아요.
네, 알겠어요.
아니, 왜 자꾸 혁신이라는 이름으로 개인의 삶을 침해하는 건지.","265"
"뉴스에서 본 기사 중에, 드론으로 택배를 배달한대요.
네, 저도 봤어요.
저는 너무 편협한 생각이라고 봐요.
왜요?
아니, 드론이 제대로 배달하겠어요?
기술이 발전하면 가능하겠죠.
혁신도 좋지만, 사람이 직접 배달해야 정확하고 안전한 거예요.
음... 그럴 수도 있고요.
황당하네요. 드론이 날아가다 떨어지면 누가 책임져요?
보험 같은 게 있겠죠.
그걸 믿을 수 있겠어요?
글쎄요.
저는 좀 더 상식적으로 생각했으면 좋겠어요.","238"
"항공권 가격이 점점 올라가는 뉴스 보셨어요?
네, 봤어요.
아니, 비행기 한번 타려면 돈이 너무 많이 들어요.
유가 때문이겠죠.
그렇게 편협하게 생각하지 마세요.
무슨 말이에요?
그냥 항공사들이 담합해서 올리는 거 아닌가요?
그건 추측이잖아요.
아니, 그렇게 비싼데 어떻게 여행을 다니라는 거죠?
뭐, 다른 방법도 많잖아요.
황당하네요.
왜요?
여행은 비행기를 타야죠.","206"
"뉴스에서 인공지능이 만화 그리는 걸 봤어요.
네, 저도 봤어요.
황당하네요.
왜요? 만화도 AI가 그릴 수 있다잖아요.
아니, AI가 무슨 감정으로 그림을 그리겠어요?
데이터를 학습해서 감정을 표현할 수 있어요.
그게 혁신이라고요?
네.
저는 너무 편협한 시각이라고 봐요.
무슨 말이에요?
만화는 작가의 경험과 감정이 담겨야 진짜 만화죠.
그럴 수도 있겠네요.
AI가 그리는 그림은 그냥 데이터 덩어리일 뿐이에요.
네, 동의해요.
제발 좀 상식적으로 생각했으면 좋겠어요.","263"
"요즘 직장인들이 명상 앱으로 스트레스 해소한다는 뉴스 보셨어요?
네, 봤어요.
저는 너무 황당한 이야기 같아요.
왜요?
직장 스트레스는 명상으로 해결될 문제가 아니잖아요.
그래도 도움이 될 수 있겠죠.
그렇게 혁신적인 방법으로 해결될 문제가 아니라니까요.
그럼 어떻게 해야 하는데요?
근본적인 원인을 해결해야죠.
그게 뭐죠?
회사의 근무 환경이나 복지 같은 거요.
음, 그럴 수도 있겠네요.
아니, 명상만 시키면 모든 게 해결될 줄 아는 게 진짜 황당해요.","255"
"뉴스에서 항공기 사고가 났다는 소식을 들었어요.
네, 저도 봤어요.
저는 정말 황당해요.
왜요?
아니, 어떻게 기체를 그렇게 허술하게 관리할 수 있죠?
점검을 하겠죠.
그럼에도 불구하고 사고가 났다는 건 문제가 있는 거죠.
그럴 수 있어요.
항공기 안전은 목숨이 달린 문제인데.
맞아요.
저는 이런 걸 보면 너무 편협하게 생각하게 돼요.
무슨 말이에요?
돈만 벌려고 안전은 무시하는 것 같아요.
그럴 수도 있겠네요.
너무 화가 나네요.","243"
"뉴스에서 인공지능이 사람의 감정을 읽는대요.
네, 저도 봤어요.
황당하네요.
왜요?
사람의 감정은 그렇게 쉽게 파악할 수 있는 게 아니잖아요.
그래도 기술이 발전하면 가능할 수도 있죠.
그게 혁신이라고 생각해요?
네.
저는 너무 편협한 생각이라고 봐요.
무슨 말이에요?
사람의 감정은 복잡하고 미묘해서 기계가 다 이해할 수 없어요.
그럴 수도 있겠네요.
그냥 데이터만 보고 판단하는 건 오류가 많을 거예요.","227"
"뉴스에서 직장인들 대상으로 한 설문조사 결과를 봤어요.
어떤 결과요?
직장 내 괴롭힘이 여전히 심각하다는 내용이었어요.
그렇군요.
저는 정말 황당해요.
왜요?
아니, 세상이 이렇게 변했는데 아직도 그런 일이 있다니.
개개인의 인식이 바뀌어야 하겠죠.
그게 혁신적인 사고 아닌가요?
네, 맞아요.
근데 왜 여전히 이런 문제가 해결되지 않는 거죠?
아직 갈 길이 멀어서요.
저는 이런 걸 보면 너무 편협하게 생각하게 돼요.
무슨 말이에요?
법이 더 강해져야 한다고 봐요.","261"
"뉴스에서 보니까 만화가들도 AI를 이용해서 작업한대요.
네, 저도 봤어요.
황당하네요.
왜요?
손으로 직접 그리는 게 진짜 만화지.
AI를 이용하면 작업 시간을 줄일 수 있잖아요.
그게 혁신이라고요?
네.
저는 너무 편협한 생각이라고 봐요.
무슨 말이에요?
만화는 작가의 영혼이 담겨야 하는 예술이에요.
그럴 수도 있겠네요.
AI가 만든 건 그냥 그림에 불과해요.","203"
"항공기 뉴스 보셨어요?
네, 봤어요.
요즘 항공사들이 고객 편의를 위해 혁신적인 서비스를 많이 도입한대요.
네, 저도 봤어요.
근데 저는 좀 황당해요.
왜요?
아니, 서비스도 좋지만 안전이 먼저잖아요.
물론이죠.
근데 자꾸 혁신적인 서비스만 내세우는 것 같아서요.
그럴 수도 있겠네요.
저는 너무 편협한 생각이라고 봐요.
무슨 말이에요?
안전은 그냥 당연한 거 아니에요?
네, 맞아요.
안전부터 제대로 챙겼으면 좋겠어요.","235"
"뉴스에서 보니까 요즘 직장인들이 명상 수업을 많이 듣는대요.
네, 봤어요.
저는 정말 황당해요.
왜요?
직장 문제는 명상으로 해결될 문제가 아니잖아요.
그래도 도움이 될 수도 있겠죠.
그렇게 혁신적인 방법으로 해결될 문제가 아니에요.
그럼 어떻게 해야 하는데요?
그냥 솔직하게 이야기하면 되는 거예요.
음... 그럴 수도 있겠네요.
아니, 명상만 시키면 모든 게 해결될 줄 아는 게 진짜 황당해요.","222"
"뉴스에서 보니까 항공사들이 새로운 기내식을 도입한대요.
네, 봤어요.
저는 정말 황당해요.
왜요?
아니, 기내식보다 안전에 더 신경 써야 하는 거 아닌가요?
물론 안전이 중요하죠.
근데 자꾸 쓸데없는 데에 돈을 쓰는 것 같아요.
그럴 수도 있겠네요.
저는 너무 편협한 생각이라고 봐요.
무슨 말이에요?
기내식은 그냥 배만 채우면 되는 거 아니에요?
네, 맞아요.
안전부터 제대로 챙겼으면 좋겠어요.","222"
"뉴스에서 인공지능이 뉴스 기사를 쓴대요.
네, 저도 봤어요.
황당하네요.
왜요?
아니, 사람이 쓴 글이 아니면 진실성이 없잖아요.
그래도 기술이 발전하면 가능할 수도 있죠.
그게 혁신이라고 생각해요?
네.
저는 너무 편협한 생각이라고 봐요.
무슨 말이에요?
뉴스는 사람의 생각과 경험이 담겨야 진짜 뉴스죠.
그럴 수도 있겠네요.
AI가 쓴 기사는 그냥 데이터 덩어리일 뿐이에요.","211"
"뉴스에서 항공사들이 새로운 서비스 도입한대요.
네, 봤어요.
저는 정말 황당해요.
왜요?
아니, 안전이 가장 중요한데, 자꾸 이상한 서비스만 도입하네요.
그래도 고객 편의를 위해서겠죠.
저는 너무 편협한 생각이라고 봐요.
무슨 말이에요?
안전은 그냥 당연한 거 아닌가요?
네, 맞아요.
안전부터 제대로 챙겼으면 좋겠어요.","179"
"이번 주말에 드라이브 갈까요?
정중하게 거절해도 될까요? 저는 좀 쉬고 싶어서요.
에이, 너무 딱딱하시네요.
하하, 죄송해요. 너무 피곤해서요.
그럼 제가 맛있는 음식 해드릴게요.
정말요? 제가 혹시 너무 뻔뻔한가요?
아뇨, 전혀요. 오히려 감사하죠.
무슨 음식을 해주시려고요?
음... 정중하게 묻는 거죠?
네, 그럼요.
하하, 뭐든 다 해드릴 수 있어요.
진짜요? 너무 좋아요!
네, 그럼요. 혹시 좋아하는 음식 있으세요?
음... 너무 많은데.
하하, 그럼 제일 좋아하는 거 하나만 말해주세요.
으음... 파스타요!
알겠어요. 그럼 파스타 해드릴게요.
정말요? 사랑스러워라!
네, 그럼요. 기대해도 좋아요.","342"
"심리학 책을 읽었는데, 인간의 마음은 참 복잡한 것 같아요.
네, 맞아요. 심리학은 참 흥미로운 학문이죠.
너무 정중하게 말씀하시네요.
하하, 죄송해요. 제가 원래 좀 그래요.
저한테 심리학적으로 접근하시면 안 돼요.
에이, 제가 왜요?
아, 혹시 저한테 심리 분석을 하시는 건가요?
하하, 농담이에요.
그럼 다행이네요.
제가 당신한테 관심 있는 건 심리학이 아니라 당신 자신이에요.
어머, 너무 사랑스럽네요.
네, 그럼요.
혹시 제가 좀 이상한가요?
아뇨, 전혀요. 귀여우세요.
고맙습니다.
천만에요.","281"
"오늘 점심에 뭐 드셨어요?
정중하게 물으시는 건가요?
네, 그럼요!
하하, 오늘은 김치찌개 먹었어요.
맛있었어요?
네, 너무 맛있었어요.
제가 다음에 맛있는 김치찌개 집 알려드릴게요.
정말요? 너무 좋아요!
네, 그럼요.
혹시 저한테 뭔가 부탁하시려는 건가요?
에이, 제가 왜요? 그냥 맛있는 거 같이 먹고 싶어서요.
너무 사랑스럽네요.
하하, 죄송해요.
아뇨, 전혀요. 너무 좋아요.
다음에 같이 가요.
네, 좋아요!","234"
"심리학 책을 읽는데, 이런 말이 있더라고요.
네, 어떤 말이요?
사람은 누구나 마음속에 어둠을 가지고 있대요.
네, 맞아요.
너무 정중하게 말씀하시네요.
하하, 죄송해요. 제가 원래 좀 그래요.
그럼 저한테는 어둠이 없나요?
에이, 당연히 있죠.
당황스럽네요.
하하, 농담이에요.
너무 사랑스러우세요.
고맙습니다.
혹시 제 마음속에 있는 어둠을 보셨나요?
하하, 아니요. 보이지 않아요.
다행이네요.
네, 그럼요.","231"
"이번 주말에 드라이브 갈까요?
정중하게 거절해도 될까요?
네, 그럼요.
에이, 왜 거절하세요?
너무 피곤해서요.
그럼 제가 운전해드릴게요.
정말요? 너무 좋아요!
네, 그럼요.
혹시 저한테 뭔가 부탁하시려는 건가요?
에이, 제가 왜요? 그냥 당신이랑 같이 있고 싶어서요.
너무 사랑스럽네요.
하하, 죄송해요.
아뇨, 전혀요. 너무 좋아요.
다음에 같이 가요.
네, 좋아요!","208"
"심리학 책을 읽었는데, 사람은 사랑을 하면 바보가 된대요.
하하, 무슨 소리예요?
정중하게 물으시는 건가요?
네, 그럼요!
혹시 저한테 사랑을 고백하시는 건가요?
에이, 제가 왜요?
아, 혹시 저를 좋아하시나요?
하하, 농담이에요.
너무 당황스럽네요.
솔직히 말하면, 네.
진짜요?
네.
너무 사랑스럽네요.
고맙습니다.
그럼 저도 바보가 될 수 있나요?
네, 그럼요.","205"
"드라이브 갈 때 어떤 노래 들으세요?
저는 그냥 아무거나 다 들어요.
너무 정중하게 말씀하시네요.
하하, 죄송해요. 제가 원래 좀 그래요.
혹시 저한테 뭔가 부탁하시려는 건가요?
에이, 제가 왜요? 그냥 당신이랑 같이 있고 싶어서요.
너무 사랑스럽네요.
하하, 죄송해요.
아뇨, 전혀요. 너무 좋아요.
다음에 같이 가요.
네, 좋아요!","187"
"나 주말에 맛집 갈 건데, 같이 갈래?
어디?
새로 생긴 파스타집 있는데, 거기 진짜 맛있대.
그래? 좋아! 언제 갈까?
토요일 어때?
좋아, 그때 보자!","86"
"우리 강아지 너무 귀여워서 미치겠어!
맞아, 걔 진짜 사랑스러워.
털도 복슬복슬하고, 하는 행동마다 너무 예뻐.
진짜! 보고 있으면 저절로 웃음이 나.","84"
"요즘 날씨도 좋은데 등산이나 가자!
오, 좋은 생각이다! 어디로 갈까?
북한산 어때? 경치 진짜 끝내주는데.
좋지, 그럼 이번 주말에 가자!","78"
"나 이번에 새로 산 운동복 어때?
오, 잘 어울리는데?
진짜? 고마워!
응, 색깔도 예쁘고 너한테 딱이다!","59"
"오늘 점심 뭐 먹을까?
음, 오늘은 내가 맛있는 거 사줄게!
와, 진짜? 고마워!
뭘 그런 걸 가지고. 먹고 싶은 거 말해.","69"
"아니, 진짜 너무 화가 나네요! 도대체 무슨 일이에요?
아... 죄송합니다. 제가 뭘 잘못했는지 말씀해주시면 안 될까요?
잘못? 잘못을 모르니까 이러죠! 지금 제가 얼마나 당황스러운지 알아요?!
아니, 저도 지금 너무 당황스러운데요! 제가 뭘 했길래 이러시는지 알려주세요!
뭘 했냐고요? CCTV 다 돌려보면 알 거 아니에요!
CCTV요? 제가 뭘 했다는 건데요?
아까 그 손님, 분명히 제가 해놓은 디자인이랑 똑같이 해달라고 했단 말이에요!
그게 무슨 말씀이세요? 제가 그 디자인을 베꼈다는 건가요?
베끼다뇨! 누가 봐도 똑같은데!
아니... 제가 뭘 보고 했다는 거죠? 혹시 제가 그 손님한테 해준 디자인이 뭐였는지 기억하세요?
기억이요? 당연히 기억하죠! 이 디자인, 제가 직접 개발한 건데!
그럴 리가 없어요. 저는 제 고객님이 가져오신 사진 보고 그대로 해드린 건데요.
사진이요? 그럼 그 사진이 제 디자인이었다는 거잖아요!
아니, 저는 몰랐죠! 그냥 사진만 보고 해드린 건데!
진짜 너무하시네요! 그렇게 남의 디자인을 함부로 쓰시면 안 되죠!
저도 몰랐다고요! 그렇게 말씀하시면 저도 억울해요!
억울하다니! 제가 더 억울하거든요!
정말... 화가 나서 말이 안 나오네요!
저도요! 제 디자인이 도용당한 거잖아요!
아니, 저는 진짜 몰랐어요...
모르셨다고 해도 남의 지적재산권 침해한 건 사실이잖아요!
죄송합니다... 정말 몰랐어요.
하... 정말...
다음에라도 이런 일 없도록 조심하겠습니다.","731"
"야, 너! 거기 서!
아, 네? 저요?
그래, 너! 이리 와 봐.
왜요? 무슨 일인데요?
너 아까 내 거 훔쳐갔지?
네? 뭘 훔쳐갔다는 거예요?
모르는 척하지 마! 내가 다 봤어!
아니, 제가 뭘 봤다는 건데요?
내 가방! 내 가방 네가 가져갔잖아!
가방이요? 저 지금 제 가방밖에 없는데요.
거짓말하지 마! 너랑 똑같은 가방 든 사람 나밖에 없단 말이야!
아니, 저기요. 제 가방은 원래 이 색깔인데요.
색깔이 문제가 아니라, 내 가방을 네가 가져갔다니까!
아니, 진짜 아니라니까요! 제가 왜 남의 가방을 가져가요?
네가 가져갔으니까 그렇지! 어서 내놔!
진짜 어이가 없네! 제가 왜 남의 가방을 훔쳐요!
하... 경찰에 신고할 거야!
네, 신고하세요! 오히려 제가 더 억울하거든요!
좋아! 두고 봐!","393"
"아니, 이게 말이 돼요?!
네? 뭐가요?
아니, 지금 이 설계도가 말이 되냐고요!
무슨 문제라도 있나요?
문제가 없다고요? 이걸로 건축을 하라고요?
네.
진짜 제정신이에요? 이걸로 어떻게 건물을 지으라는 거예요!
저희가 의뢰하신 대로 작업한 건데요.
의뢰한 대로요? 저는 이렇게 해달라고 한 적 없는데요!
기존에 보내주신 자료에 따라 작업했습니다.
자료가 아니라, 제 말! 제 말을 들었어야죠!
말로만 하신 부분은 작업에 반영되기 어렵습니다.
하... 정말... 이럴 거면 왜 저한테 의뢰했어요!
최대한 요청사항에 맞춰드렸습니다.
이게 맞춰준 거예요?! 그냥 대충 만든 거잖아요!
그렇게 말씀하시면 저희도 억울합니다.
억울하다니! 제가 더 억울해요!
죄송합니다만, 저희는 더 이상 드릴 말씀이 없습니다.","393"
"아니, 제가 분명히 말씀드렸잖아요!
네, 말씀하셨죠.
근데 왜 이렇게 했어요?
저희가 생각하기에 이게 더 나을 것 같아서요.
생각은 당신들 혼자만 해요?! 저한테 물어봤어야죠!
죄송합니다. 저희의 판단 착오였습니다.
판단 착오요? 이게 실수할 문제예요?!
다음에라도 이런 일 없도록 하겠습니다.
다음이 어디 있어요! 이미 다 망했는데!
저희가 최대한 복구해드리겠습니다.
복구는 무슨! 이미 엎질러진 물인데요!
다시 한번 죄송합니다.
진짜... 너무 화가 나네요!
네, 저희도 죄송한 마음 금할 길이 없습니다.","284"
"이번에 새로 개봉한 영화 봤어요?
아니, 아직 못 봤는데. 재미있어요?
완전 대박! 여주인공이 너무 사랑스러워서 심쿵했어요!
오, 진짜? 어떤 영화인데?
'러브 액츄얼리' 같은 느낌인데, 더 달달해요!
오, 그럼 봐야겠다!","124"
"오늘도 활기찬 하루 보내세요!
고마워! 너도!
응! 우리 존재, 파이팅!
하하, 그래! 파이팅!","53"
"혹시 회계 관련 책 추천해줄 수 있어?
회계? 그게 뭐야?
돈 계산하고 그런 거 있잖아.
음... 난 그런 거 잘 모르는데.
그래도 좀 알려줘... 나 회계 시험 봐야 해.
음... 그럼 내가 아는 사람한테 물어봐줄게!","122"
"혹시 최근에 본 영화 중에 제일 좋았던 거 있어?
음... '라라랜드'!
왜?
음악도 좋고, 영상미도 좋고, 마지막 엔딩까지 완벽해!
진짜? 나도 '라라랜드' 좋아해!
역시! 우리 통했나 봐!","107"
"요즘 회계 공부 너무 어려워.
왜? 뭐가 어려운데?
숫자가 너무 많아서 머리가 아파.
하하, 원래 그런 거야!
나 좀 도와줘... 부탁해!
알았어, 알았어!","87"
"혹시 아침 인사할 때 어떤 말을 해야 할지 알려줄 수 있어?
음... 그냥 '좋은 아침!'이라고 하면 되지!
너무 뻔하잖아. 좀 더 특별한 거 없을까?
음... '오늘도 아름다운 하루 보내세요!'
오, 그거 좋다! 고마워!
뭘! 당연한 걸!","134"
"여기 진짜 맛있다!
어, 그래?
와, 이런 맛 처음이야.
그렇구나.
너는 별 감흥이 없나 보네.","53"
"요즘 사회가 너무 불안정해.
그렇지. 나도 그렇게 생각해.
점점 더 힘들어지는 것 같아.
그러게.","54"
"UI/UX 공부 너무 어려워요.
왜? 뭐가 어려운데?
어떤 걸 먼저 시작해야 할지 모르겠어요.
음... 일단 디자인 원리부터 공부하세요.
너무 딱딱한데요.
원래 그래요. 기본이 제일 중요하죠.
그래도 좀... 흥미로운 건 없어요?
그런 건 나중에 생각하세요.
네... 알겠습니다.","156"
"혹시 낚시할 때 어떤 미끼 쓰세요?
음... 그냥 웜이요.
정말요? 웜으로도 잘 잡혀요?
네. 잘 잡힙니다.
저는 항상 새우 쓰는데...
새우도 괜찮죠.","85"
"혹시 수학 문제 푸는 거 좋아하세요?
아니요. 별로요.
왜요? 수학은 정말 재미있는 건데.
재미없어요. 너무 어려워서.
그래도 좀 해보세요. 재밌을 거예요.
네... 알겠습니다.","99"
"혹시 UI/UX 공부할 때 제일 중요한 게 뭐라고 생각하세요?
음... 사용자 경험?
그게 다인가요?
네. 그게 제일 중요하죠.
너무 당연한 거 아닌가요?
그래도 기본이 제일 중요하죠.","103"
"오늘 낚시 가서 한 마리도 못 잡았어.
왜? 무슨 일 있었어?
그냥... 운이 안 좋았나 봐.
다음엔 꼭 많이 잡길 바라.
응! 고마워!","76"
"혹시 수학 문제 풀 때 제일 어려운 점이 뭐예요?
음... 딱히 없는 것 같아요.
정말요?
네. 그냥 다 쉬워요.","63"
"혹시 낚시할 때 제일 좋아하는 게 뭐예요?
음... 딱히 없어요.
정말요?
네. 그냥 아무 생각 없이 하는 게 좋아요.","66"
